Index,Action number, actual_action dim1, actual_action dim2, cores in use dim1, cores in use dim2, number of jobs allocated, jobs in the system 
0,1,0,0,0,0,0,0
1,1,0,0,0,0,0,1
2,1,0,0,0,0,0,2
3,1,0,0,0,0,0,3
4,8,0;0;0;0;1,0,0,0,1,3
5,8,0;0;0;0;1,0,0,0,1,4
6,218,0;0;0;0;1,0;0;0;0;1,0,0,2,4
7,352,0;3;0;0;1,0;0;0;0;1,0,0,5,2
8,526,0;4;0;0;1,0;0;0;0;1,0,0,6,2
9,526,0;4;0;0;1,0;0;0;0;1,0,0,6,3
10,526,0;4;0;0;1,0;0;0;0;1,0,0,6,4
11,526,0;4;0;0;1,0;0;0;0;1,0,0,6,5
12,526,0;4;0;0;1,0;0;0;0;1,0,0,6,6
13,727,0;4;0;0;1,0;2;1,0,0,8,5
14,727,0;4;0;0;1,0;2;1,0,0,8,6
15,727,0;4;0;0;1,0;2;1,0,0,8,7
16,727,0;4;0;0;1,0;2;1,0,0,8,8
17,727,0;4;0;0;1,0;2;1,0,0,8,9
18,727,0;4;0;0;1,0;2;1,0,0,8,10
19,727,0;4;0;0;1,0;2;1,0,0,8,11
20,727,0;4;0;0;1,0;2;1,0,0,8,12
21,727,0;4;0;0;1,0;2;1,0,0,8,13
22,727,0;4;0;0;1,0;2;1,0,0,8,14
23,727,0;4;0;0;1,0;2;1,0,0,8,15
24,727,0;4;0;0;1,0;2;1,0,0,8,16
25,727,0;4;0;0;1,0;2;1,0,0,8,17
26,727,0;4;0;0;1,0;2;1,0,0,8,18
27,727,0;4;0;0;1,0;2;1,0,0,8,19
28,727,0;4;0;0;1,0;2;1,0,0,8,20
29,727,0;4;0;0;1,0;2;1,0,0,8,21
30,727,0;4;0;0;1,0;2;1,0,0,8,22
31,727,0;4;0;0;1,0;2;1,0,0,8,23
32,727,0;4;0;0;1,0;2;1,0,0,8,24
33,727,0;4;0;0;1,0;2;1,0,0,8,25
34,727,0;4;0;0;1,0;2;1,0,0,8,26
35,727,0;4;0;0;1,0;2;1,0,0,8,27
36,727,0;4;0;0;1,0;2;1,0,0,8,28
37,727,0;4;0;0;1,0;2;1,0,0,8,29
38,727,0;4;0;0;1,0;2;1,0,0,8,30
39,727,0;4;0;0;1,0;2;1,0,0,8,31
40,727,0;4;0;0;1,0;2;1,0,0,8,32
41,727,0;4;0;0;1,0;2;1,0,0,8,33
42,727,0;4;0;0;1,0;2;1,0,0,8,34
43,727,0;4;0;0;1,0;2;1,0,0,8,35
44,727,0;4;0;0;1,0;2;1,0,0,8,36
45,727,0;4;0;0;1,0;2;1,0,0,8,37
46,727,0;4;0;0;1,0;2;1,0,0,8,38
47,727,0;4;0;0;1,0;2;1,0,0,8,39
48,727,0;4;0;0;1,0;2;1,0,0,8,40
49,727,0;4;0;0;1,0;2;1,0,0,8,41
50,727,0;4;0;0;1,0;2;1,0,0,8,42
51,727,0;4;0;0;1,0;2;1,0,0,8,43
52,727,0;4;0;0;1,0;2;1,0,0,8,44
53,727,0;4;0;0;1,0;2;1,0,0,8,45
54,727,0;4;0;0;1,0;2;1,0,0,8,46
55,727,0;4;0;0;1,0;2;1,0,0,8,47
56,727,0;4;0;0;1,0;2;1,0,0,8,48
57,727,0;4;0;0;1,0;2;1,0,0,8,49
58,727,0;4;0;0;1,0;2;1,0,0,8,50
59,727,0;4;0;0;1,0;2;1,0,0,8,51
60,727,0;4;0;0;1,0;2;1,0,0,8,52
61,727,0;4;0;0;1,0;2;1,0,0,8,53
62,727,0;4;0;0;1,0;2;1,0,0,8,54
63,727,0;4;0;0;1,0;2;1,0,0,8,55
64,727,0;4;0;0;1,0;2;1,0,0,8,56
65,727,0;4;0;0;1,0;2;1,0,0,8,57
66,727,0;4;0;0;1,0;2;1,0,0,8,58
67,727,0;4;0;0;1,0;2;1,0,0,8,59
68,727,0;4;0;0;1,0;2;1,0,0,8,60
69,727,0;4;0;0;1,0;2;1,0,0,8,61
70,727,0;4;0;0;1,0;2;1,0,0,8,62
71,727,0;4;0;0;1,0;2;1,0,0,8,63
72,727,0;4;0;0;1,0;2;1,0,0,8,64
73,727,0;4;0;0;1,0;2;1,0,0,8,65
74,727,0;4;0;0;1,0;2;1,0,0,8,66
75,727,0;4;0;0;1,0;2;1,0,0,8,67
76,727,0;4;0;0;1,0;2;1,0,0,8,68
77,727,0;4;0;0;1,0;2;1,0,0,8,69
78,727,0;4;0;0;1,0;2;1,0,0,8,70
79,727,0;4;0;0;1,0;2;1,0,0,8,71
80,727,0;4;0;0;1,0;2;1,0,0,8,72
81,727,0;4;0;0;1,0;2;1,0,0,8,73
82,727,0;4;0;0;1,0;2;1,0,0,8,74
83,727,0;4;0;0;1,0;2;1,0,0,8,75
84,727,0;4;0;0;1,0;2;1,0,0,8,76
85,727,0;4;0;0;1,0;2;1,0,0,8,77
86,727,0;4;0;0;1,0;2;1,0,0,8,78
87,727,0;4;0;0;1,0;2;1,0,0,8,79
88,727,0;4;0;0;1,0;2;1,0,0,8,80
89,727,0;4;0;0;1,0;2;1,0,0,8,81
90,727,0;4;0;0;1,0;2;1,0,0,8,82
91,727,0;4;0;0;1,0;2;1,0,0,8,83
92,727,0;4;0;0;1,0;2;1,0,0,8,84
93,727,0;4;0;0;1,0;2;1,0,0,8,85
94,727,0;4;0;0;1,0;2;1,0,0,8,86
95,727,0;4;0;0;1,0;2;1,0,0,8,87
96,727,0;4;0;0;1,0;2;1,0,0,8,88
97,727,0;4;0;0;1,0;2;1,0,0,8,89
98,727,0;4;0;0;1,0;2;1,0,0,8,90
99,727,0;4;0;0;1,0;2;1,0,0,8,91
100,727,0;4;0;0;1,0;2;1,0,0,8,92
101,1,0,0,1,0,0,0
102,1,0,0,1,0,0,1
103,1,0,0,1,0,0,2
104,1,0,0,1,0,0,3
105,8,0;0;0;0;1,0,1,0,1,3
106,147,0;1;0;0;1,0;0;0;0;1,1,0,3,2
107,233,0;2;0;0;1,0;0;0;0;1,1,0,4,2
108,352,0;3;0;0;1,0;0;0;0;1,1,0,5,2
109,352,0;3;0;0;1,0;0;0;0;1,1,0,5,3
110,352,0;3;0;0;1,0;0;0;0;1,1,0,5,4
111,352,0;3;0;0;1,0;0;0;0;1,1,0,5,5
112,352,0;3;0;0;1,0;0;0;0;1,1,0,5,6
113,487,0;3;0;0;1,0;2;1,1,0,7,5
114,487,0;3;0;0;1,0;2;1,1,0,7,6
115,487,0;3;0;0;1,0;2;1,1,0,7,7
116,487,0;3;0;0;1,0;2;1,1,0,7,8
117,487,0;3;0;0;1,0;2;1,1,0,7,9
118,487,0;3;0;0;1,0;2;1,1,0,7,10
119,487,0;3;0;0;1,0;2;1,1,0,7,11
120,487,0;3;0;0;1,0;2;1,1,0,7,12
121,487,0;3;0;0;1,0;2;1,1,0,7,13
122,487,0;3;0;0;1,0;2;1,1,0,7,14
123,487,0;3;0;0;1,0;2;1,1,0,7,15
124,487,0;3;0;0;1,0;2;1,1,0,7,16
125,487,0;3;0;0;1,0;2;1,1,0,7,17
126,487,0;3;0;0;1,0;2;1,1,0,7,18
127,487,0;3;0;0;1,0;2;1,1,0,7,19
128,487,0;3;0;0;1,0;2;1,1,0,7,20
129,487,0;3;0;0;1,0;2;1,1,0,7,21
130,487,0;3;0;0;1,0;2;1,1,0,7,22
131,487,0;3;0;0;1,0;2;1,1,0,7,23
132,487,0;3;0;0;1,0;2;1,1,0,7,24
133,487,0;3;0;0;1,0;2;1,1,0,7,25
134,487,0;3;0;0;1,0;2;1,1,0,7,26
135,487,0;3;0;0;1,0;2;1,1,0,7,27
136,487,0;3;0;0;1,0;2;1,1,0,7,28
137,487,0;3;0;0;1,0;2;1,1,0,7,29
138,487,0;3;0;0;1,0;2;1,1,0,7,30
139,487,0;3;0;0;1,0;2;1,1,0,7,31
140,487,0;3;0;0;1,0;2;1,1,0,7,32
141,487,0;3;0;0;1,0;2;1,1,0,7,33
142,487,0;3;0;0;1,0;2;1,1,0,7,34
143,487,0;3;0;0;1,0;2;1,1,0,7,35
144,487,0;3;0;0;1,0;2;1,1,0,7,36
145,487,0;3;0;0;1,0;2;1,1,0,7,37
146,487,0;3;0;0;1,0;2;1,1,0,7,38
147,487,0;3;0;0;1,0;2;1,1,0,7,39
148,487,0;3;0;0;1,0;2;1,1,0,7,40
149,487,0;3;0;0;1,0;2;1,1,0,7,41
150,487,0;3;0;0;1,0;2;1,1,0,7,42
151,487,0;3;0;0;1,0;2;1,1,0,7,43
152,487,0;3;0;0;1,0;2;1,1,0,7,44
153,487,0;3;0;0;1,0;2;1,1,0,7,45
154,487,0;3;0;0;1,0;2;1,1,0,7,46
155,487,0;3;0;0;1,0;2;1,1,0,7,47
156,487,0;3;0;0;1,0;2;1,1,0,7,48
157,487,0;3;0;0;1,0;2;1,1,0,7,49
158,487,0;3;0;0;1,0;2;1,1,0,7,50
159,487,0;3;0;0;1,0;2;1,1,0,7,51
160,487,0;3;0;0;1,0;2;1,1,0,7,52
161,487,0;3;0;0;1,0;2;1,1,0,7,53
162,487,0;3;0;0;1,0;2;1,1,0,7,54
163,487,0;3;0;0;1,0;2;1,1,0,7,55
164,487,0;3;0;0;1,0;2;1,1,0,7,56
165,487,0;3;0;0;1,0;2;1,1,0,7,57
166,487,0;3;0;0;1,0;2;1,1,0,7,58
167,487,0;3;0;0;1,0;2;1,1,0,7,59
168,487,0;3;0;0;1,0;2;1,1,0,7,60
169,487,0;3;0;0;1,0;2;1,1,0,7,61
170,487,0;3;0;0;1,0;2;1,1,0,7,62
171,487,0;3;0;0;1,0;2;1,1,0,7,63
172,487,0;3;0;0;1,0;2;1,1,0,7,64
173,487,0;3;0;0;1,0;2;1,1,0,7,65
174,487,0;3;0;0;1,0;2;1,1,0,7,66
175,487,0;3;0;0;1,0;2;1,1,0,7,67
176,487,0;3;0;0;1,0;2;1,1,0,7,68
177,487,0;3;0;0;1,0;2;1,1,0,7,69
178,487,0;3;0;0;1,0;2;1,1,0,7,70
179,487,0;3;0;0;1,0;2;1,1,0,7,71
180,487,0;3;0;0;1,0;2;1,1,0,7,72
181,487,0;3;0;0;1,0;2;1,1,0,7,73
182,487,0;3;0;0;1,0;2;1,1,0,7,74
183,487,0;3;0;0;1,0;2;1,1,0,7,75
184,487,0;3;0;0;1,0;2;1,1,0,7,76
185,487,0;3;0;0;1,0;2;1,1,0,7,77
186,487,0;3;0;0;1,0;2;1,1,0,7,78
187,487,0;3;0;0;1,0;2;1,1,0,7,79
188,487,0;3;0;0;1,0;2;1,1,0,7,80
189,487,0;3;0;0;1,0;2;1,1,0,7,81
190,487,0;3;0;0;1,0;2;1,1,0,7,82
191,487,0;3;0;0;1,0;2;1,1,0,7,83
192,487,0;3;0;0;1,0;2;1,1,0,7,84
193,487,0;3;0;0;1,0;2;1,1,0,7,85
194,487,0;3;0;0;1,0;2;1,1,0,7,86
195,487,0;3;0;0;1,0;2;1,1,0,7,87
196,487,0;3;0;0;1,0;2;1,1,0,7,88
197,487,0;3;0;0;1,0;2;1,1,0,7,89
198,487,0;3;0;0;1,0;2;1,1,0,7,90
199,487,0;3;0;0;1,0;2;1,1,0,7,91
200,487,0;3;0;0;1,0;2;1,1,0,7,92
201,487,0;3;0;0;1,0;2;1,1,0,7,93
202,1,0,0,2,0,0,0
203,1,0,0,2,0,0,1
204,1,0,0,2,0,0,2
205,1,0,0,2,0,0,3
206,92,0;0;0;0;1,0;0;0;0;1,2,0,2,2
207,147,0;1;0;0;1,0;0;0;0;1,2,0,3,2
208,233,0;2;0;0;1,0;0;0;0;1,2,0,4,2
209,233,0;2;0;0;1,0;0;0;0;1,2,0,4,3
210,233,0;2;0;0;1,0;0;0;0;1,2,0,4,4
211,233,0;2;0;0;1,0;0;0;0;1,2,0,4,5
212,233,0;2;0;0;1,0;0;0;0;1,2,0,4,6
213,323,0;2;0;0;1,0;2;1,2,0,6,5
214,323,0;2;0;0;1,0;2;1,2,0,6,6
215,323,0;2;0;0;1,0;2;1,2,0,6,7
216,323,0;2;0;0;1,0;2;1,2,0,6,8
217,323,0;2;0;0;1,0;2;1,2,0,6,9
218,323,0;2;0;0;1,0;2;1,2,0,6,10
219,323,0;2;0;0;1,0;2;1,2,0,6,11
220,323,0;2;0;0;1,0;2;1,2,0,6,12
221,323,0;2;0;0;1,0;2;1,2,0,6,13
222,323,0;2;0;0;1,0;2;1,2,0,6,14
223,323,0;2;0;0;1,0;2;1,2,0,6,15
224,323,0;2;0;0;1,0;2;1,2,0,6,16
225,323,0;2;0;0;1,0;2;1,2,0,6,17
226,323,0;2;0;0;1,0;2;1,2,0,6,18
227,323,0;2;0;0;1,0;2;1,2,0,6,19
228,323,0;2;0;0;1,0;2;1,2,0,6,20
229,323,0;2;0;0;1,0;2;1,2,0,6,21
230,323,0;2;0;0;1,0;2;1,2,0,6,22
231,323,0;2;0;0;1,0;2;1,2,0,6,23
232,323,0;2;0;0;1,0;2;1,2,0,6,24
233,323,0;2;0;0;1,0;2;1,2,0,6,25
234,323,0;2;0;0;1,0;2;1,2,0,6,26
235,323,0;2;0;0;1,0;2;1,2,0,6,27
236,323,0;2;0;0;1,0;2;1,2,0,6,28
237,323,0;2;0;0;1,0;2;1,2,0,6,29
238,323,0;2;0;0;1,0;2;1,2,0,6,30
239,323,0;2;0;0;1,0;2;1,2,0,6,31
240,323,0;2;0;0;1,0;2;1,2,0,6,32
241,323,0;2;0;0;1,0;2;1,2,0,6,33
242,323,0;2;0;0;1,0;2;1,2,0,6,34
243,323,0;2;0;0;1,0;2;1,2,0,6,35
244,323,0;2;0;0;1,0;2;1,2,0,6,36
245,323,0;2;0;0;1,0;2;1,2,0,6,37
246,323,0;2;0;0;1,0;2;1,2,0,6,38
247,323,0;2;0;0;1,0;2;1,2,0,6,39
248,323,0;2;0;0;1,0;2;1,2,0,6,40
249,323,0;2;0;0;1,0;2;1,2,0,6,41
250,323,0;2;0;0;1,0;2;1,2,0,6,42
251,323,0;2;0;0;1,0;2;1,2,0,6,43
252,323,0;2;0;0;1,0;2;1,2,0,6,44
253,323,0;2;0;0;1,0;2;1,2,0,6,45
254,323,0;2;0;0;1,0;2;1,2,0,6,46
255,323,0;2;0;0;1,0;2;1,2,0,6,47
256,323,0;2;0;0;1,0;2;1,2,0,6,48
257,323,0;2;0;0;1,0;2;1,2,0,6,49
258,323,0;2;0;0;1,0;2;1,2,0,6,50
259,323,0;2;0;0;1,0;2;1,2,0,6,51
260,323,0;2;0;0;1,0;2;1,2,0,6,52
261,323,0;2;0;0;1,0;2;1,2,0,6,53
262,323,0;2;0;0;1,0;2;1,2,0,6,54
263,323,0;2;0;0;1,0;2;1,2,0,6,55
264,323,0;2;0;0;1,0;2;1,2,0,6,56
265,323,0;2;0;0;1,0;2;1,2,0,6,57
266,323,0;2;0;0;1,0;2;1,2,0,6,58
267,323,0;2;0;0;1,0;2;1,2,0,6,59
268,323,0;2;0;0;1,0;2;1,2,0,6,60
269,323,0;2;0;0;1,0;2;1,2,0,6,61
270,323,0;2;0;0;1,0;2;1,2,0,6,62
271,323,0;2;0;0;1,0;2;1,2,0,6,63
272,323,0;2;0;0;1,0;2;1,2,0,6,64
273,323,0;2;0;0;1,0;2;1,2,0,6,65
274,323,0;2;0;0;1,0;2;1,2,0,6,66
275,323,0;2;0;0;1,0;2;1,2,0,6,67
276,323,0;2;0;0;1,0;2;1,2,0,6,68
277,323,0;2;0;0;1,0;2;1,2,0,6,69
278,323,0;2;0;0;1,0;2;1,2,0,6,70
279,323,0;2;0;0;1,0;2;1,2,0,6,71
280,323,0;2;0;0;1,0;2;1,2,0,6,72
281,323,0;2;0;0;1,0;2;1,2,0,6,73
282,323,0;2;0;0;1,0;2;1,2,0,6,74
283,323,0;2;0;0;1,0;2;1,2,0,6,75
284,323,0;2;0;0;1,0;2;1,2,0,6,76
285,323,0;2;0;0;1,0;2;1,2,0,6,77
286,323,0;2;0;0;1,0;2;1,2,0,6,78
287,323,0;2;0;0;1,0;2;1,2,0,6,79
288,323,0;2;0;0;1,0;2;1,2,0,6,80
289,323,0;2;0;0;1,0;2;1,2,0,6,81
290,323,0;2;0;0;1,0;2;1,2,0,6,82
291,323,0;2;0;0;1,0;2;1,2,0,6,83
292,323,0;2;0;0;1,0;2;1,2,0,6,84
293,323,0;2;0;0;1,0;2;1,2,0,6,85
294,323,0;2;0;0;1,0;2;1,2,0,6,86
295,323,0;2;0;0;1,0;2;1,2,0,6,87
296,323,0;2;0;0;1,0;2;1,2,0,6,88
297,323,0;2;0;0;1,0;2;1,2,0,6,89
298,323,0;2;0;0;1,0;2;1,2,0,6,90
299,323,0;2;0;0;1,0;2;1,2,0,6,91
300,323,0;2;0;0;1,0;2;1,2,0,6,92
301,323,0;2;0;0;1,0;2;1,2,0,6,93
302,323,0;2;0;0;1,0;2;1,2,0,6,94
303,1,0,0,2,0,0,0
304,1,0,0,2,0,0,1
305,1,0,0,2,0,0,2
306,1,0,0,2,0,0,3
307,92,0;0;0;0;1,0;0;0;0;1,2,0,2,2
308,147,0;1;0;0;1,0;0;0;0;1,2,0,3,2
309,233,0;2;0;0;1,0;0;0;0;1,2,0,4,2
310,233,0;2;0;0;1,0;0;0;0;1,2,0,4,3
311,233,0;2;0;0;1,0;0;0;0;1,2,0,4,4
312,233,0;2;0;0;1,0;0;0;0;1,2,0,4,5
313,233,0;2;0;0;1,0;0;0;0;1,2,0,4,6
314,323,0;2;0;0;1,0;2;1,2,0,6,5
315,323,0;2;0;0;1,0;2;1,2,0,6,6
316,323,0;2;0;0;1,0;2;1,2,0,6,7
317,323,0;2;0;0;1,0;2;1,2,0,6,8
318,323,0;2;0;0;1,0;2;1,2,0,6,9
319,323,0;2;0;0;1,0;2;1,2,0,6,10
320,323,0;2;0;0;1,0;2;1,2,0,6,11
321,323,0;2;0;0;1,0;2;1,2,0,6,12
322,323,0;2;0;0;1,0;2;1,2,0,6,13
323,323,0;2;0;0;1,0;2;1,2,0,6,14
324,323,0;2;0;0;1,0;2;1,2,0,6,15
325,323,0;2;0;0;1,0;2;1,2,0,6,16
326,323,0;2;0;0;1,0;2;1,2,0,6,17
327,323,0;2;0;0;1,0;2;1,2,0,6,18
328,323,0;2;0;0;1,0;2;1,2,0,6,19
329,323,0;2;0;0;1,0;2;1,2,0,6,20
330,323,0;2;0;0;1,0;2;1,2,0,6,21
331,323,0;2;0;0;1,0;2;1,2,0,6,22
332,323,0;2;0;0;1,0;2;1,2,0,6,23
333,323,0;2;0;0;1,0;2;1,2,0,6,24
334,323,0;2;0;0;1,0;2;1,2,0,6,25
335,323,0;2;0;0;1,0;2;1,2,0,6,26
336,323,0;2;0;0;1,0;2;1,2,0,6,27
337,323,0;2;0;0;1,0;2;1,2,0,6,28
338,323,0;2;0;0;1,0;2;1,2,0,6,29
339,323,0;2;0;0;1,0;2;1,2,0,6,30
340,323,0;2;0;0;1,0;2;1,2,0,6,31
341,323,0;2;0;0;1,0;2;1,2,0,6,32
342,323,0;2;0;0;1,0;2;1,2,0,6,33
343,323,0;2;0;0;1,0;2;1,2,0,6,34
344,323,0;2;0;0;1,0;2;1,2,0,6,35
345,323,0;2;0;0;1,0;2;1,2,0,6,36
346,323,0;2;0;0;1,0;2;1,2,0,6,37
347,323,0;2;0;0;1,0;2;1,2,0,6,38
348,323,0;2;0;0;1,0;2;1,2,0,6,39
349,323,0;2;0;0;1,0;2;1,2,0,6,40
350,323,0;2;0;0;1,0;2;1,2,0,6,41
351,323,0;2;0;0;1,0;2;1,2,0,6,42
352,323,0;2;0;0;1,0;2;1,2,0,6,43
353,323,0;2;0;0;1,0;2;1,2,0,6,44
354,323,0;2;0;0;1,0;2;1,2,0,6,45
355,323,0;2;0;0;1,0;2;1,2,0,6,46
356,323,0;2;0;0;1,0;2;1,2,0,6,47
357,323,0;2;0;0;1,0;2;1,2,0,6,48
358,323,0;2;0;0;1,0;2;1,2,0,6,49
359,323,0;2;0;0;1,0;2;1,2,0,6,50
360,323,0;2;0;0;1,0;2;1,2,0,6,51
361,323,0;2;0;0;1,0;2;1,2,0,6,52
362,323,0;2;0;0;1,0;2;1,2,0,6,53
363,323,0;2;0;0;1,0;2;1,2,0,6,54
364,323,0;2;0;0;1,0;2;1,2,0,6,55
365,323,0;2;0;0;1,0;2;1,2,0,6,56
366,323,0;2;0;0;1,0;2;1,2,0,6,57
367,323,0;2;0;0;1,0;2;1,2,0,6,58
368,323,0;2;0;0;1,0;2;1,2,0,6,59
369,323,0;2;0;0;1,0;2;1,2,0,6,60
370,323,0;2;0;0;1,0;2;1,2,0,6,61
371,323,0;2;0;0;1,0;2;1,2,0,6,62
372,323,0;2;0;0;1,0;2;1,2,0,6,63
373,323,0;2;0;0;1,0;2;1,2,0,6,64
374,323,0;2;0;0;1,0;2;1,2,0,6,65
375,323,0;2;0;0;1,0;2;1,2,0,6,66
376,323,0;2;0;0;1,0;2;1,2,0,6,67
377,323,0;2;0;0;1,0;2;1,2,0,6,68
378,323,0;2;0;0;1,0;2;1,2,0,6,69
379,323,0;2;0;0;1,0;2;1,2,0,6,70
380,323,0;2;0;0;1,0;2;1,2,0,6,71
381,323,0;2;0;0;1,0;2;1,2,0,6,72
382,323,0;2;0;0;1,0;2;1,2,0,6,73
383,323,0;2;0;0;1,0;2;1,2,0,6,74
384,323,0;2;0;0;1,0;2;1,2,0,6,75
385,323,0;2;0;0;1,0;2;1,2,0,6,76
386,323,0;2;0;0;1,0;2;1,2,0,6,77
387,323,0;2;0;0;1,0;2;1,2,0,6,78
388,323,0;2;0;0;1,0;2;1,2,0,6,79
389,323,0;2;0;0;1,0;2;1,2,0,6,80
390,323,0;2;0;0;1,0;2;1,2,0,6,81
391,323,0;2;0;0;1,0;2;1,2,0,6,82
392,323,0;2;0;0;1,0;2;1,2,0,6,83
393,323,0;2;0;0;1,0;2;1,2,0,6,84
394,323,0;2;0;0;1,0;2;1,2,0,6,85
395,323,0;2;0;0;1,0;2;1,2,0,6,86
396,323,0;2;0;0;1,0;2;1,2,0,6,87
397,323,0;2;0;0;1,0;2;1,2,0,6,88
398,323,0;2;0;0;1,0;2;1,2,0,6,89
399,323,0;2;0;0;1,0;2;1,2,0,6,90
400,323,0;2;0;0;1,0;2;1,2,0,6,91
401,323,0;2;0;0;1,0;2;1,2,0,6,92
402,323,0;2;0;0;1,0;2;1,2,0,6,93
403,323,0;2;0;0;1,0;2;1,2,0,6,94
404,1,0,0,3,0,0,0
405,2,0;1,0,3,0,1,0
406,4,0;2,0,3,0,2,0
407,7,0;3,0,3,0,3,0
408,92,0;0;0;0;1,0;0;0;0;1,3,0,2,2
409,147,0;1;0;0;1,0;0;0;0;1,3,0,3,2
410,147,0;1;0;0;1,0;0;0;0;1,3,0,3,3
411,147,0;1;0;0;1,0;0;0;0;1,3,0,3,4
412,147,0;1;0;0;1,0;0;0;0;1,3,0,3,5
413,147,0;1;0;0;1,0;0;0;0;1,3,0,3,6
414,147,0;1;0;0;1,0;0;0;0;1,3,0,3,7
415,204,0;1;0;0;1,0;2;1,3,0,5,6
416,204,0;1;0;0;1,0;2;1,3,0,5,7
417,204,0;1;0;0;1,0;2;1,3,0,5,8
418,204,0;1;0;0;1,0;2;1,3,0,5,9
419,204,0;1;0;0;1,0;2;1,3,0,5,10
420,204,0;1;0;0;1,0;2;1,3,0,5,11
421,204,0;1;0;0;1,0;2;1,3,0,5,12
422,204,0;1;0;0;1,0;2;1,3,0,5,13
423,204,0;1;0;0;1,0;2;1,3,0,5,14
424,204,0;1;0;0;1,0;2;1,3,0,5,15
425,204,0;1;0;0;1,0;2;1,3,0,5,16
426,204,0;1;0;0;1,0;2;1,3,0,5,17
427,204,0;1;0;0;1,0;2;1,3,0,5,18
428,204,0;1;0;0;1,0;2;1,3,0,5,19
429,204,0;1;0;0;1,0;2;1,3,0,5,20
430,204,0;1;0;0;1,0;2;1,3,0,5,21
431,204,0;1;0;0;1,0;2;1,3,0,5,22
432,204,0;1;0;0;1,0;2;1,3,0,5,23
433,204,0;1;0;0;1,0;2;1,3,0,5,24
434,204,0;1;0;0;1,0;2;1,3,0,5,25
435,204,0;1;0;0;1,0;2;1,3,0,5,26
436,204,0;1;0;0;1,0;2;1,3,0,5,27
437,204,0;1;0;0;1,0;2;1,3,0,5,28
438,204,0;1;0;0;1,0;2;1,3,0,5,29
439,204,0;1;0;0;1,0;2;1,3,0,5,30
440,204,0;1;0;0;1,0;2;1,3,0,5,31
441,204,0;1;0;0;1,0;2;1,3,0,5,32
442,204,0;1;0;0;1,0;2;1,3,0,5,33
443,204,0;1;0;0;1,0;2;1,3,0,5,34
444,204,0;1;0;0;1,0;2;1,3,0,5,35
445,204,0;1;0;0;1,0;2;1,3,0,5,36
446,204,0;1;0;0;1,0;2;1,3,0,5,37
447,204,0;1;0;0;1,0;2;1,3,0,5,38
448,204,0;1;0;0;1,0;2;1,3,0,5,39
449,204,0;1;0;0;1,0;2;1,3,0,5,40
450,204,0;1;0;0;1,0;2;1,3,0,5,41
451,204,0;1;0;0;1,0;2;1,3,0,5,42
452,204,0;1;0;0;1,0;2;1,3,0,5,43
453,204,0;1;0;0;1,0;2;1,3,0,5,44
454,204,0;1;0;0;1,0;2;1,3,0,5,45
455,204,0;1;0;0;1,0;2;1,3,0,5,46
456,204,0;1;0;0;1,0;2;1,3,0,5,47
457,204,0;1;0;0;1,0;2;1,3,0,5,48
458,204,0;1;0;0;1,0;2;1,3,0,5,49
459,204,0;1;0;0;1,0;2;1,3,0,5,50
460,204,0;1;0;0;1,0;2;1,3,0,5,51
461,204,0;1;0;0;1,0;2;1,3,0,5,52
462,204,0;1;0;0;1,0;2;1,3,0,5,53
463,204,0;1;0;0;1,0;2;1,3,0,5,54
464,204,0;1;0;0;1,0;2;1,3,0,5,55
465,204,0;1;0;0;1,0;2;1,3,0,5,56
466,204,0;1;0;0;1,0;2;1,3,0,5,57
467,204,0;1;0;0;1,0;2;1,3,0,5,58
468,204,0;1;0;0;1,0;2;1,3,0,5,59
469,204,0;1;0;0;1,0;2;1,3,0,5,60
470,204,0;1;0;0;1,0;2;1,3,0,5,61
471,204,0;1;0;0;1,0;2;1,3,0,5,62
472,204,0;1;0;0;1,0;2;1,3,0,5,63
473,204,0;1;0;0;1,0;2;1,3,0,5,64
474,204,0;1;0;0;1,0;2;1,3,0,5,65
475,204,0;1;0;0;1,0;2;1,3,0,5,66
476,204,0;1;0;0;1,0;2;1,3,0,5,67
477,204,0;1;0;0;1,0;2;1,3,0,5,68
478,204,0;1;0;0;1,0;2;1,3,0,5,69
479,204,0;1;0;0;1,0;2;1,3,0,5,70
480,204,0;1;0;0;1,0;2;1,3,0,5,71
481,204,0;1;0;0;1,0;2;1,3,0,5,72
482,204,0;1;0;0;1,0;2;1,3,0,5,73
483,204,0;1;0;0;1,0;2;1,3,0,5,74
484,204,0;1;0;0;1,0;2;1,3,0,5,75
485,204,0;1;0;0;1,0;2;1,3,0,5,76
486,204,0;1;0;0;1,0;2;1,3,0,5,77
487,204,0;1;0;0;1,0;2;1,3,0,5,78
488,204,0;1;0;0;1,0;2;1,3,0,5,79
489,204,0;1;0;0;1,0;2;1,3,0,5,80
490,204,0;1;0;0;1,0;2;1,3,0,5,81
491,204,0;1;0;0;1,0;2;1,3,0,5,82
492,204,0;1;0;0;1,0;2;1,3,0,5,83
493,204,0;1;0;0;1,0;2;1,3,0,5,84
494,204,0;1;0;0;1,0;2;1,3,0,5,85
495,204,0;1;0;0;1,0;2;1,3,0,5,86
496,204,0;1;0;0;1,0;2;1,3,0,5,87
497,204,0;1;0;0;1,0;2;1,3,0,5,88
498,204,0;1;0;0;1,0;2;1,3,0,5,89
499,204,0;1;0;0;1,0;2;1,3,0,5,90
500,204,0;1;0;0;1,0;2;1,3,0,5,91
