Index,Action number, actual_action dim1, actual_action dim2, cores in use dim1, cores in use dim2, number of jobs allocated, jobs in the system 
34830,20,0;0;0;0;1,0;1,4,3,2,84
34831,20,0;0;0;0;1,0;1,4,3,2,85
34832,20,0;0;0;0;1,0;1,4,3,2,86
34833,20,0;0;0;0;1,0;1,4,3,2,87
34834,20,0;0;0;0;1,0;1,4,3,2,88
34835,20,0;0;0;0;1,0;1,4,3,2,89
34836,20,0;0;0;0;1,0;1,4,3,2,90
34837,20,0;0;0;0;1,0;1,4,3,2,91
34838,20,0;0;0;0;1,0;1,4,3,2,92
34839,20,0;0;0;0;1,0;1,4,3,2,93
34840,20,0;0;0;0;1,0;1,4,3,2,94
34841,20,0;0;0;0;1,0;1,4,3,2,95
34842,20,0;0;0;0;1,0;1,4,3,2,96
34843,20,0;0;0;0;1,0;1,4,3,2,97
34844,20,0;0;0;0;1,0;1,4,3,2,98
34845,1,0,0,4,3,0,0
34846,3,0,0;1,4,3,1,0
34847,1,0,0,4,3,0,2
34848,1,0,0,4,3,0,3
34849,20,0;0;0;0;1,0;1,4,3,2,2
34850,20,0;0;0;0;1,0;1,4,3,2,3
34851,20,0;0;0;0;1,0;1,4,3,2,4
34852,20,0;0;0;0;1,0;1,4,3,2,5
34853,20,0;0;0;0;1,0;1,4,3,2,6
34854,20,0;0;0;0;1,0;1,4,3,2,7
34855,20,0;0;0;0;1,0;1,4,3,2,8
34856,20,0;0;0;0;1,0;1,4,3,2,9
34857,20,0;0;0;0;1,0;1,4,3,2,10
34858,20,0;0;0;0;1,0;1,4,3,2,11
34859,20,0;0;0;0;1,0;1,4,3,2,12
34860,20,0;0;0;0;1,0;1,4,3,2,13
34861,20,0;0;0;0;1,0;1,4,3,2,14
34862,20,0;0;0;0;1,0;1,4,3,2,15
34863,20,0;0;0;0;1,0;1,4,3,2,16
34864,20,0;0;0;0;1,0;1,4,3,2,17
34865,20,0;0;0;0;1,0;1,4,3,2,18
34866,20,0;0;0;0;1,0;1,4,3,2,19
34867,20,0;0;0;0;1,0;1,4,3,2,20
34868,20,0;0;0;0;1,0;1,4,3,2,21
34869,20,0;0;0;0;1,0;1,4,3,2,22
34870,20,0;0;0;0;1,0;1,4,3,2,23
34871,20,0;0;0;0;1,0;1,4,3,2,24
34872,20,0;0;0;0;1,0;1,4,3,2,25
34873,20,0;0;0;0;1,0;1,4,3,2,26
34874,20,0;0;0;0;1,0;1,4,3,2,27
34875,20,0;0;0;0;1,0;1,4,3,2,28
34876,20,0;0;0;0;1,0;1,4,3,2,29
34877,20,0;0;0;0;1,0;1,4,3,2,30
34878,20,0;0;0;0;1,0;1,4,3,2,31
34879,20,0;0;0;0;1,0;1,4,3,2,32
34880,20,0;0;0;0;1,0;1,4,3,2,33
34881,20,0;0;0;0;1,0;1,4,3,2,34
34882,20,0;0;0;0;1,0;1,4,3,2,35
34883,20,0;0;0;0;1,0;1,4,3,2,36
34884,20,0;0;0;0;1,0;1,4,3,2,37
34885,20,0;0;0;0;1,0;1,4,3,2,38
34886,20,0;0;0;0;1,0;1,4,3,2,39
34887,20,0;0;0;0;1,0;1,4,3,2,40
34888,20,0;0;0;0;1,0;1,4,3,2,41
34889,20,0;0;0;0;1,0;1,4,3,2,42
34890,20,0;0;0;0;1,0;1,4,3,2,43
34891,20,0;0;0;0;1,0;1,4,3,2,44
34892,20,0;0;0;0;1,0;1,4,3,2,45
34893,20,0;0;0;0;1,0;1,4,3,2,46
34894,20,0;0;0;0;1,0;1,4,3,2,47
34895,20,0;0;0;0;1,0;1,4,3,2,48
34896,20,0;0;0;0;1,0;1,4,3,2,49
34897,20,0;0;0;0;1,0;1,4,3,2,50
34898,20,0;0;0;0;1,0;1,4,3,2,51
34899,20,0;0;0;0;1,0;1,4,3,2,52
34900,20,0;0;0;0;1,0;1,4,3,2,53
34901,20,0;0;0;0;1,0;1,4,3,2,54
34902,20,0;0;0;0;1,0;1,4,3,2,55
34903,20,0;0;0;0;1,0;1,4,3,2,56
34904,20,0;0;0;0;1,0;1,4,3,2,57
34905,20,0;0;0;0;1,0;1,4,3,2,58
34906,20,0;0;0;0;1,0;1,4,3,2,59
34907,20,0;0;0;0;1,0;1,4,3,2,60
34908,20,0;0;0;0;1,0;1,4,3,2,61
34909,20,0;0;0;0;1,0;1,4,3,2,62
34910,20,0;0;0;0;1,0;1,4,3,2,63
34911,20,0;0;0;0;1,0;1,4,3,2,64
34912,20,0;0;0;0;1,0;1,4,3,2,65
34913,20,0;0;0;0;1,0;1,4,3,2,66
34914,20,0;0;0;0;1,0;1,4,3,2,67
34915,20,0;0;0;0;1,0;1,4,3,2,68
34916,20,0;0;0;0;1,0;1,4,3,2,69
34917,20,0;0;0;0;1,0;1,4,3,2,70
34918,20,0;0;0;0;1,0;1,4,3,2,71
34919,20,0;0;0;0;1,0;1,4,3,2,72
34920,20,0;0;0;0;1,0;1,4,3,2,73
34921,20,0;0;0;0;1,0;1,4,3,2,74
34922,20,0;0;0;0;1,0;1,4,3,2,75
34923,20,0;0;0;0;1,0;1,4,3,2,76
34924,20,0;0;0;0;1,0;1,4,3,2,77
34925,20,0;0;0;0;1,0;1,4,3,2,78
34926,20,0;0;0;0;1,0;1,4,3,2,79
34927,20,0;0;0;0;1,0;1,4,3,2,80
34928,20,0;0;0;0;1,0;1,4,3,2,81
34929,20,0;0;0;0;1,0;1,4,3,2,82
34930,20,0;0;0;0;1,0;1,4,3,2,83
34931,20,0;0;0;0;1,0;1,4,3,2,84
34932,20,0;0;0;0;1,0;1,4,3,2,85
34933,20,0;0;0;0;1,0;1,4,3,2,86
34934,20,0;0;0;0;1,0;1,4,3,2,87
34935,20,0;0;0;0;1,0;1,4,3,2,88
34936,20,0;0;0;0;1,0;1,4,3,2,89
34937,20,0;0;0;0;1,0;1,4,3,2,90
34938,20,0;0;0;0;1,0;1,4,3,2,91
34939,20,0;0;0;0;1,0;1,4,3,2,92
34940,20,0;0;0;0;1,0;1,4,3,2,93
34941,20,0;0;0;0;1,0;1,4,3,2,94
34942,20,0;0;0;0;1,0;1,4,3,2,95
34943,20,0;0;0;0;1,0;1,4,3,2,96
34944,20,0;0;0;0;1,0;1,4,3,2,97
34945,20,0;0;0;0;1,0;1,4,3,2,98
34946,1,0,0,4,3,0,0
34947,1,0,0,4,3,0,1
34948,1,0,0,4,3,0,2
34949,12,0;0;0;1,0;1,4,3,2,1
34950,20,0;0;0;0;1,0;1,4,3,2,2
34951,20,0;0;0;0;1,0;1,4,3,2,3
34952,20,0;0;0;0;1,0;1,4,3,2,4
34953,20,0;0;0;0;1,0;1,4,3,2,5
34954,20,0;0;0;0;1,0;1,4,3,2,6
34955,20,0;0;0;0;1,0;1,4,3,2,7
34956,20,0;0;0;0;1,0;1,4,3,2,8
34957,20,0;0;0;0;1,0;1,4,3,2,9
34958,20,0;0;0;0;1,0;1,4,3,2,10
34959,20,0;0;0;0;1,0;1,4,3,2,11
34960,20,0;0;0;0;1,0;1,4,3,2,12
34961,20,0;0;0;0;1,0;1,4,3,2,13
34962,20,0;0;0;0;1,0;1,4,3,2,14
34963,20,0;0;0;0;1,0;1,4,3,2,15
34964,20,0;0;0;0;1,0;1,4,3,2,16
34965,20,0;0;0;0;1,0;1,4,3,2,17
34966,20,0;0;0;0;1,0;1,4,3,2,18
34967,20,0;0;0;0;1,0;1,4,3,2,19
34968,20,0;0;0;0;1,0;1,4,3,2,20
34969,20,0;0;0;0;1,0;1,4,3,2,21
34970,20,0;0;0;0;1,0;1,4,3,2,22
34971,20,0;0;0;0;1,0;1,4,3,2,23
34972,20,0;0;0;0;1,0;1,4,3,2,24
34973,20,0;0;0;0;1,0;1,4,3,2,25
34974,20,0;0;0;0;1,0;1,4,3,2,26
34975,20,0;0;0;0;1,0;1,4,3,2,27
34976,20,0;0;0;0;1,0;1,4,3,2,28
34977,20,0;0;0;0;1,0;1,4,3,2,29
34978,20,0;0;0;0;1,0;1,4,3,2,30
34979,20,0;0;0;0;1,0;1,4,3,2,31
34980,20,0;0;0;0;1,0;1,4,3,2,32
34981,20,0;0;0;0;1,0;1,4,3,2,33
34982,20,0;0;0;0;1,0;1,4,3,2,34
34983,20,0;0;0;0;1,0;1,4,3,2,35
34984,20,0;0;0;0;1,0;1,4,3,2,36
34985,20,0;0;0;0;1,0;1,4,3,2,37
34986,20,0;0;0;0;1,0;1,4,3,2,38
34987,20,0;0;0;0;1,0;1,4,3,2,39
34988,20,0;0;0;0;1,0;1,4,3,2,40
34989,20,0;0;0;0;1,0;1,4,3,2,41
34990,20,0;0;0;0;1,0;1,4,3,2,42
34991,20,0;0;0;0;1,0;1,4,3,2,43
34992,20,0;0;0;0;1,0;1,4,3,2,44
34993,20,0;0;0;0;1,0;1,4,3,2,45
34994,20,0;0;0;0;1,0;1,4,3,2,46
34995,20,0;0;0;0;1,0;1,4,3,2,47
34996,20,0;0;0;0;1,0;1,4,3,2,48
34997,20,0;0;0;0;1,0;1,4,3,2,49
34998,20,0;0;0;0;1,0;1,4,3,2,50
34999,20,0;0;0;0;1,0;1,4,3,2,51
35000,20,0;0;0;0;1,0;1,4,3,2,52
35001,20,0;0;0;0;1,0;1,4,3,2,53
35002,20,0;0;0;0;1,0;1,4,3,2,54
35003,20,0;0;0;0;1,0;1,4,3,2,55
35004,20,0;0;0;0;1,0;1,4,3,2,56
35005,20,0;0;0;0;1,0;1,4,3,2,57
35006,20,0;0;0;0;1,0;1,4,3,2,58
35007,20,0;0;0;0;1,0;1,4,3,2,59
35008,20,0;0;0;0;1,0;1,4,3,2,60
35009,20,0;0;0;0;1,0;1,4,3,2,61
35010,20,0;0;0;0;1,0;1,4,3,2,62
35011,20,0;0;0;0;1,0;1,4,3,2,63
35012,20,0;0;0;0;1,0;1,4,3,2,64
35013,20,0;0;0;0;1,0;1,4,3,2,65
35014,20,0;0;0;0;1,0;1,4,3,2,66
35015,20,0;0;0;0;1,0;1,4,3,2,67
35016,20,0;0;0;0;1,0;1,4,3,2,68
35017,20,0;0;0;0;1,0;1,4,3,2,69
35018,20,0;0;0;0;1,0;1,4,3,2,70
35019,20,0;0;0;0;1,0;1,4,3,2,71
35020,20,0;0;0;0;1,0;1,4,3,2,72
35021,20,0;0;0;0;1,0;1,4,3,2,73
35022,20,0;0;0;0;1,0;1,4,3,2,74
35023,20,0;0;0;0;1,0;1,4,3,2,75
35024,20,0;0;0;0;1,0;1,4,3,2,76
35025,20,0;0;0;0;1,0;1,4,3,2,77
35026,20,0;0;0;0;1,0;1,4,3,2,78
35027,20,0;0;0;0;1,0;1,4,3,2,79
35028,20,0;0;0;0;1,0;1,4,3,2,80
35029,20,0;0;0;0;1,0;1,4,3,2,81
35030,20,0;0;0;0;1,0;1,4,3,2,82
35031,20,0;0;0;0;1,0;1,4,3,2,83
35032,20,0;0;0;0;1,0;1,4,3,2,84
35033,20,0;0;0;0;1,0;1,4,3,2,85
35034,20,0;0;0;0;1,0;1,4,3,2,86
35035,20,0;0;0;0;1,0;1,4,3,2,87
35036,20,0;0;0;0;1,0;1,4,3,2,88
35037,20,0;0;0;0;1,0;1,4,3,2,89
35038,20,0;0;0;0;1,0;1,4,3,2,90
35039,20,0;0;0;0;1,0;1,4,3,2,91
35040,20,0;0;0;0;1,0;1,4,3,2,92
35041,20,0;0;0;0;1,0;1,4,3,2,93
35042,20,0;0;0;0;1,0;1,4,3,2,94
35043,20,0;0;0;0;1,0;1,4,3,2,95
35044,20,0;0;0;0;1,0;1,4,3,2,96
35045,20,0;0;0;0;1,0;1,4,3,2,97
35046,20,0;0;0;0;1,0;1,4,3,2,98
35047,1,0,0,5,3,0,0
35048,1,0,0,5,3,0,1
35049,4,0;2,0,5,3,2,0
35050,7,0;3,0,5,3,3,0
35051,14,0;3,0;1,5,3,4,0
35052,14,0;3,0;1,5,3,4,1
35053,14,0;3,0;1,5,3,4,2
35054,14,0;3,0;1,5,3,4,3
35055,14,0;3,0;1,5,3,4,4
35056,14,0;3,0;1,5,3,4,5
35057,14,0;3,0;1,5,3,4,6
35058,14,0;3,0;1,5,3,4,7
35059,14,0;3,0;1,5,3,4,8
35060,14,0;3,0;1,5,3,4,9
35061,14,0;3,0;1,5,3,4,10
35062,14,0;3,0;1,5,3,4,11
35063,14,0;3,0;1,5,3,4,12
35064,14,0;3,0;1,5,3,4,13
35065,14,0;3,0;1,5,3,4,14
35066,14,0;3,0;1,5,3,4,15
35067,14,0;3,0;1,5,3,4,16
35068,14,0;3,0;1,5,3,4,17
35069,14,0;3,0;1,5,3,4,18
35070,14,0;3,0;1,5,3,4,19
35071,14,0;3,0;1,5,3,4,20
35072,14,0;3,0;1,5,3,4,21
35073,14,0;3,0;1,5,3,4,22
35074,14,0;3,0;1,5,3,4,23
35075,14,0;3,0;1,5,3,4,24
35076,14,0;3,0;1,5,3,4,25
35077,14,0;3,0;1,5,3,4,26
35078,14,0;3,0;1,5,3,4,27
35079,14,0;3,0;1,5,3,4,28
35080,14,0;3,0;1,5,3,4,29
35081,14,0;3,0;1,5,3,4,30
35082,14,0;3,0;1,5,3,4,31
35083,14,0;3,0;1,5,3,4,32
35084,14,0;3,0;1,5,3,4,33
35085,14,0;3,0;1,5,3,4,34
35086,14,0;3,0;1,5,3,4,35
35087,14,0;3,0;1,5,3,4,36
35088,14,0;3,0;1,5,3,4,37
35089,14,0;3,0;1,5,3,4,38
35090,14,0;3,0;1,5,3,4,39
35091,14,0;3,0;1,5,3,4,40
35092,14,0;3,0;1,5,3,4,41
35093,14,0;3,0;1,5,3,4,42
35094,14,0;3,0;1,5,3,4,43
35095,14,0;3,0;1,5,3,4,44
35096,14,0;3,0;1,5,3,4,45
35097,14,0;3,0;1,5,3,4,46
35098,14,0;3,0;1,5,3,4,47
35099,14,0;3,0;1,5,3,4,48
35100,14,0;3,0;1,5,3,4,49
35101,14,0;3,0;1,5,3,4,50
35102,14,0;3,0;1,5,3,4,51
35103,14,0;3,0;1,5,3,4,52
35104,14,0;3,0;1,5,3,4,53
35105,14,0;3,0;1,5,3,4,54
35106,14,0;3,0;1,5,3,4,55
35107,14,0;3,0;1,5,3,4,56
35108,14,0;3,0;1,5,3,4,57
35109,14,0;3,0;1,5,3,4,58
35110,14,0;3,0;1,5,3,4,59
35111,14,0;3,0;1,5,3,4,60
35112,14,0;3,0;1,5,3,4,61
35113,14,0;3,0;1,5,3,4,62
35114,14,0;3,0;1,5,3,4,63
35115,14,0;3,0;1,5,3,4,64
35116,14,0;3,0;1,5,3,4,65
35117,14,0;3,0;1,5,3,4,66
35118,14,0;3,0;1,5,3,4,67
35119,14,0;3,0;1,5,3,4,68
35120,14,0;3,0;1,5,3,4,69
35121,14,0;3,0;1,5,3,4,70
35122,14,0;3,0;1,5,3,4,71
35123,14,0;3,0;1,5,3,4,72
35124,14,0;3,0;1,5,3,4,73
35125,14,0;3,0;1,5,3,4,74
35126,14,0;3,0;1,5,3,4,75
35127,14,0;3,0;1,5,3,4,76
35128,14,0;3,0;1,5,3,4,77
35129,14,0;3,0;1,5,3,4,78
35130,14,0;3,0;1,5,3,4,79
35131,14,0;3,0;1,5,3,4,80
35132,14,0;3,0;1,5,3,4,81
35133,14,0;3,0;1,5,3,4,82
35134,14,0;3,0;1,5,3,4,83
35135,14,0;3,0;1,5,3,4,84
35136,14,0;3,0;1,5,3,4,85
35137,14,0;3,0;1,5,3,4,86
35138,14,0;3,0;1,5,3,4,87
35139,14,0;3,0;1,5,3,4,88
35140,14,0;3,0;1,5,3,4,89
35141,14,0;3,0;1,5,3,4,90
35142,14,0;3,0;1,5,3,4,91
35143,14,0;3,0;1,5,3,4,92
35144,14,0;3,0;1,5,3,4,93
35145,14,0;3,0;1,5,3,4,94
35146,14,0;3,0;1,5,3,4,95
35147,14,0;3,0;1,5,3,4,96
35148,1,0,0,5,3,0,0
35149,2,0;1,0,5,3,1,0
35150,4,0;2,0,5,3,2,0
35151,7,0;3,0,5,3,3,0
35152,14,0;3,0;1,5,3,4,0
35153,14,0;3,0;1,5,3,4,1
35154,14,0;3,0;1,5,3,4,2
35155,14,0;3,0;1,5,3,4,3
35156,14,0;3,0;1,5,3,4,4
35157,14,0;3,0;1,5,3,4,5
35158,14,0;3,0;1,5,3,4,6
35159,14,0;3,0;1,5,3,4,7
35160,14,0;3,0;1,5,3,4,8
35161,14,0;3,0;1,5,3,4,9
35162,14,0;3,0;1,5,3,4,10
35163,14,0;3,0;1,5,3,4,11
35164,14,0;3,0;1,5,3,4,12
35165,14,0;3,0;1,5,3,4,13
35166,14,0;3,0;1,5,3,4,14
35167,14,0;3,0;1,5,3,4,15
35168,14,0;3,0;1,5,3,4,16
35169,14,0;3,0;1,5,3,4,17
35170,14,0;3,0;1,5,3,4,18
35171,14,0;3,0;1,5,3,4,19
35172,14,0;3,0;1,5,3,4,20
35173,14,0;3,0;1,5,3,4,21
35174,14,0;3,0;1,5,3,4,22
35175,14,0;3,0;1,5,3,4,23
35176,14,0;3,0;1,5,3,4,24
35177,14,0;3,0;1,5,3,4,25
35178,14,0;3,0;1,5,3,4,26
35179,14,0;3,0;1,5,3,4,27
35180,14,0;3,0;1,5,3,4,28
35181,14,0;3,0;1,5,3,4,29
35182,14,0;3,0;1,5,3,4,30
35183,14,0;3,0;1,5,3,4,31
35184,14,0;3,0;1,5,3,4,32
35185,14,0;3,0;1,5,3,4,33
35186,14,0;3,0;1,5,3,4,34
35187,14,0;3,0;1,5,3,4,35
35188,14,0;3,0;1,5,3,4,36
35189,14,0;3,0;1,5,3,4,37
35190,14,0;3,0;1,5,3,4,38
35191,14,0;3,0;1,5,3,4,39
35192,14,0;3,0;1,5,3,4,40
35193,14,0;3,0;1,5,3,4,41
35194,14,0;3,0;1,5,3,4,42
35195,14,0;3,0;1,5,3,4,43
35196,14,0;3,0;1,5,3,4,44
35197,14,0;3,0;1,5,3,4,45
35198,14,0;3,0;1,5,3,4,46
35199,14,0;3,0;1,5,3,4,47
35200,14,0;3,0;1,5,3,4,48
35201,14,0;3,0;1,5,3,4,49
35202,14,0;3,0;1,5,3,4,50
35203,14,0;3,0;1,5,3,4,51
35204,14,0;3,0;1,5,3,4,52
35205,14,0;3,0;1,5,3,4,53
35206,14,0;3,0;1,5,3,4,54
35207,14,0;3,0;1,5,3,4,55
35208,14,0;3,0;1,5,3,4,56
35209,14,0;3,0;1,5,3,4,57
35210,14,0;3,0;1,5,3,4,58
35211,14,0;3,0;1,5,3,4,59
35212,14,0;3,0;1,5,3,4,60
35213,14,0;3,0;1,5,3,4,61
35214,14,0;3,0;1,5,3,4,62
35215,14,0;3,0;1,5,3,4,63
35216,14,0;3,0;1,5,3,4,64
35217,14,0;3,0;1,5,3,4,65
35218,14,0;3,0;1,5,3,4,66
35219,14,0;3,0;1,5,3,4,67
35220,14,0;3,0;1,5,3,4,68
35221,14,0;3,0;1,5,3,4,69
35222,14,0;3,0;1,5,3,4,70
35223,14,0;3,0;1,5,3,4,71
35224,14,0;3,0;1,5,3,4,72
35225,14,0;3,0;1,5,3,4,73
35226,14,0;3,0;1,5,3,4,74
35227,14,0;3,0;1,5,3,4,75
35228,14,0;3,0;1,5,3,4,76
35229,14,0;3,0;1,5,3,4,77
35230,14,0;3,0;1,5,3,4,78
35231,14,0;3,0;1,5,3,4,79
35232,14,0;3,0;1,5,3,4,80
35233,14,0;3,0;1,5,3,4,81
35234,14,0;3,0;1,5,3,4,82
35235,14,0;3,0;1,5,3,4,83
35236,14,0;3,0;1,5,3,4,84
35237,14,0;3,0;1,5,3,4,85
35238,14,0;3,0;1,5,3,4,86
35239,14,0;3,0;1,5,3,4,87
35240,14,0;3,0;1,5,3,4,88
35241,14,0;3,0;1,5,3,4,89
35242,14,0;3,0;1,5,3,4,90
35243,14,0;3,0;1,5,3,4,91
35244,14,0;3,0;1,5,3,4,92
35245,14,0;3,0;1,5,3,4,93
35246,14,0;3,0;1,5,3,4,94
35247,14,0;3,0;1,5,3,4,95
35248,14,0;3,0;1,5,3,4,96
35249,1,0,0,5,3,0,0
35250,2,0;1,0,5,3,1,0
35251,6,0;1,0;1,5,3,2,0
35252,11,0;2,0;1,5,3,3,0
35253,14,0;3,0;1,5,3,4,0
35254,14,0;3,0;1,5,3,4,1
35255,14,0;3,0;1,5,3,4,2
35256,14,0;3,0;1,5,3,4,3
35257,14,0;3,0;1,5,3,4,4
35258,14,0;3,0;1,5,3,4,5
35259,14,0;3,0;1,5,3,4,6
35260,14,0;3,0;1,5,3,4,7
35261,9,0;1,0;1,5,3,2,10
35262,9,0;1,0;1,5,3,2,11
35263,9,0;1,0;1,5,3,2,12
35264,9,0;1,0;1,5,3,2,13
35265,9,0;1,0;1,5,3,2,14
35266,9,0;1,0;1,5,3,2,15
35267,9,0;1,0;1,5,3,2,16
35268,9,0;1,0;1,5,3,2,17
35269,9,0;1,0;1,5,3,2,18
35270,9,0;1,0;1,5,3,2,19
35271,9,0;1,0;1,5,3,2,20
35272,9,0;1,0;1,5,3,2,21
35273,9,0;1,0;1,5,3,2,22
35274,9,0;1,0;1,5,3,2,23
35275,9,0;1,0;1,5,3,2,24
35276,9,0;1,0;1,5,3,2,25
35277,9,0;1,0;1,5,3,2,26
35278,9,0;1,0;1,5,3,2,27
35279,9,0;1,0;1,5,3,2,28
35280,9,0;1,0;1,5,3,2,29
35281,9,0;1,0;1,5,3,2,30
35282,9,0;1,0;1,5,3,2,31
35283,9,0;1,0;1,5,3,2,32
35284,9,0;1,0;1,5,3,2,33
35285,9,0;1,0;1,5,3,2,34
35286,9,0;1,0;1,5,3,2,35
35287,9,0;1,0;1,5,3,2,36
35288,9,0;1,0;1,5,3,2,37
35289,9,0;1,0;1,5,3,2,38
35290,9,0;1,0;1,5,3,2,39
35291,9,0;1,0;1,5,3,2,40
35292,9,0;1,0;1,5,3,2,41
35293,9,0;1,0;1,5,3,2,42
35294,9,0;1,0;1,5,3,2,43
35295,9,0;1,0;1,5,3,2,44
35296,9,0;1,0;1,5,3,2,45
35297,9,0;1,0;1,5,3,2,46
35298,9,0;1,0;1,5,3,2,47
35299,9,0;1,0;1,5,3,2,48
35300,9,0;1,0;1,5,3,2,49
35301,9,0;1,0;1,5,3,2,50
35302,9,0;1,0;1,5,3,2,51
35303,9,0;1,0;1,5,3,2,52
35304,9,0;1,0;1,5,3,2,53
35305,9,0;1,0;1,5,3,2,54
35306,9,0;1,0;1,5,3,2,55
35307,9,0;1,0;1,5,3,2,56
35308,9,0;1,0;1,5,3,2,57
35309,9,0;1,0;1,5,3,2,58
35310,9,0;1,0;1,5,3,2,59
35311,9,0;1,0;1,5,3,2,60
35312,9,0;1,0;1,5,3,2,61
35313,9,0;1,0;1,5,3,2,62
35314,9,0;1,0;1,5,3,2,63
35315,9,0;1,0;1,5,3,2,64
35316,9,0;1,0;1,5,3,2,65
35317,9,0;1,0;1,5,3,2,66
35318,9,0;1,0;1,5,3,2,67
35319,9,0;1,0;1,5,3,2,68
35320,9,0;1,0;1,5,3,2,69
35321,9,0;1,0;1,5,3,2,70
35322,9,0;1,0;1,5,3,2,71
35323,9,0;1,0;1,5,3,2,72
35324,9,0;1,0;1,5,3,2,73
35325,9,0;1,0;1,5,3,2,74
35326,9,0;1,0;1,5,3,2,75
35327,9,0;1,0;1,5,3,2,76
35328,9,0;1,0;1,5,3,2,77
35329,9,0;1,0;1,5,3,2,78
35330,9,0;1,0;1,5,3,2,79
35331,9,0;1,0;1,5,3,2,80
35332,9,0;1,0;1,5,3,2,81
35333,9,0;1,0;1,5,3,2,82
35334,9,0;1,0;1,5,3,2,83
35335,9,0;1,0;1,5,3,2,84
35336,9,0;1,0;1,5,3,2,85
35337,9,0;1,0;1,5,3,2,86
35338,9,0;1,0;1,5,3,2,87
35339,9,0;1,0;1,5,3,2,88
35340,9,0;1,0;1,5,3,2,89
35341,9,0;1,0;1,5,3,2,90
35342,9,0;1,0;1,5,3,2,91
35343,9,0;1,0;1,5,3,2,92
35344,9,0;1,0;1,5,3,2,93
35345,9,0;1,0;1,5,3,2,94
35346,9,0;1,0;1,5,3,2,95
35347,9,0;1,0;1,5,3,2,96
35348,9,0;1,0;1,5,3,2,97
35349,1,0,0,5,3,0,100
35350,1,0,0,5,3,0,0
35351,2,0;1,0,5,3,1,0
35352,6,0;1,0;1,5,3,2,0
35353,11,0;2,0;1,5,3,3,0
35354,14,0;3,0;1,5,3,4,0
35355,14,0;3,0;1,5,3,4,1
35356,14,0;3,0;1,5,3,4,2
35357,14,0;3,0;1,5,3,4,3
35358,14,0;3,0;1,5,3,4,4
35359,14,0;3,0;1,5,3,4,5
35360,14,0;3,0;1,5,3,4,6
35361,14,0;3,0;1,5,3,4,7
35362,11,0;2,0;1,5,3,3,9
35363,11,0;2,0;1,5,3,3,10
35364,11,0;2,0;1,5,3,3,11
35365,11,0;2,0;1,5,3,3,12
35366,11,0;2,0;1,5,3,3,13
35367,11,0;2,0;1,5,3,3,14
35368,11,0;2,0;1,5,3,3,15
35369,11,0;2,0;1,5,3,3,16
35370,11,0;2,0;1,5,3,3,17
35371,11,0;2,0;1,5,3,3,18
35372,11,0;2,0;1,5,3,3,19
35373,11,0;2,0;1,5,3,3,20
35374,11,0;2,0;1,5,3,3,21
35375,11,0;2,0;1,5,3,3,22
35376,11,0;2,0;1,5,3,3,23
35377,11,0;2,0;1,5,3,3,24
35378,11,0;2,0;1,5,3,3,25
35379,11,0;2,0;1,5,3,3,26
35380,11,0;2,0;1,5,3,3,27
35381,11,0;2,0;1,5,3,3,28
35382,11,0;2,0;1,5,3,3,29
35383,11,0;2,0;1,5,3,3,30
35384,11,0;2,0;1,5,3,3,31
35385,11,0;2,0;1,5,3,3,32
35386,11,0;2,0;1,5,3,3,33
35387,11,0;2,0;1,5,3,3,34
35388,11,0;2,0;1,5,3,3,35
35389,11,0;2,0;1,5,3,3,36
35390,11,0;2,0;1,5,3,3,37
35391,11,0;2,0;1,5,3,3,38
35392,11,0;2,0;1,5,3,3,39
35393,11,0;2,0;1,5,3,3,40
35394,11,0;2,0;1,5,3,3,41
35395,11,0;2,0;1,5,3,3,42
35396,11,0;2,0;1,5,3,3,43
35397,11,0;2,0;1,5,3,3,44
35398,11,0;2,0;1,5,3,3,45
35399,11,0;2,0;1,5,3,3,46
35400,11,0;2,0;1,5,3,3,47
35401,11,0;2,0;1,5,3,3,48
35402,11,0;2,0;1,5,3,3,49
35403,11,0;2,0;1,5,3,3,50
35404,11,0;2,0;1,5,3,3,51
35405,11,0;2,0;1,5,3,3,52
35406,11,0;2,0;1,5,3,3,53
35407,11,0;2,0;1,5,3,3,54
35408,11,0;2,0;1,5,3,3,55
35409,11,0;2,0;1,5,3,3,56
35410,11,0;2,0;1,5,3,3,57
35411,11,0;2,0;1,5,3,3,58
35412,11,0;2,0;1,5,3,3,59
35413,11,0;2,0;1,5,3,3,60
35414,11,0;2,0;1,5,3,3,61
35415,11,0;2,0;1,5,3,3,62
35416,11,0;2,0;1,5,3,3,63
35417,11,0;2,0;1,5,3,3,64
35418,11,0;2,0;1,5,3,3,65
35419,11,0;2,0;1,5,3,3,66
35420,11,0;2,0;1,5,3,3,67
35421,11,0;2,0;1,5,3,3,68
35422,8,0,0;1,5,3,1,71
35423,8,0,0;1,5,3,1,72
35424,8,0,0;1,5,3,1,73
35425,8,0,0;1,5,3,1,74
35426,8,0,0;1,5,3,1,75
35427,8,0,0;1,5,3,1,76
35428,8,0,0;1,5,3,1,77
35429,8,0,0;1,5,3,1,78
35430,8,0,0;1,5,3,1,79
35431,8,0,0;1,5,3,1,80
35432,8,0,0;1,5,3,1,81
35433,8,0,0;1,5,3,1,82
35434,8,0,0;1,5,3,1,83
35435,8,0,0;1,5,3,1,84
35436,8,0,0;1,5,3,1,85
35437,8,0,0;1,5,3,1,86
